station_name,address,slow_count,fast_count,n_ids,station_ids,최종판단,maker_match,makers,capacity_match,kw_detail,confidence,prefixes,operator_year_match,operator_detail,years
유곡e편한세상,울산광역시 중구 평동3길 2,11,0,2,HM000413;LU001223,,다름,휴맥스이브이;에바,동일,"HM000413:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | LU001223:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",다른 사업자(강한 의심),HM;LU,다름,"HM000413:bnm=['휴맥스이브이'],busiNm=['HUMAX EV'],year=['2022'],maker=['휴맥스이브이'] | LU001223:bnm=['LG유플러스 볼트업'],busiNm=['엘지유플러스'],year=['2024'],maker=['에바']",2022;2024
부산남부경찰서,부산광역시 남구 황령대로319번가길 81,0,2,3,ME22C256;BNOH3901;ST601309,,다름,채비;블루네트웍스;?,다름,"ME22C256:[100.0, 100.0] | BNOH3901:[100.0, 100.0] | ST601309:[200.0, 200.0]",다른 사업자(강한 의심),BNOH;ME;ST,다름,"ME22C256:bnm=['기후에너지환경부'],busiNm=['기후에너지환경부'],year=['2022'],maker=['채비'] | BNOH3901:bnm=['블루네트웍스'],busiNm=['블루네트웍스'],year=['2022'],maker=['블루네트웍스'] | ST601309:bnm=['SK일렉링크'],busiNm=['SK일렉링크'],year=['2025'],maker=['']",2022;2022;2025
화곡6-1 공영주차장,서울특별시 강서구 우장산로 114,0,1,2,ME21B131;DO000052,,다름,채비;시그넷,다름,ME21B131:[100.0] | DO000052:[50.0],다른 사업자(강한 의심),DO;ME,다름,"ME21B131:bnm=['기후에너지환경부'],busiNm=['기후에너지환경부'],year=['2021'],maker=['채비'] | DO000052:bnm=['대한송유관공사'],busiNm=['대한송유관공사'],year=['2017'],maker=['시그넷']",2021;2017
볏골공원 공영주차장,서울특별시 강서구 까치산로4길 22,0,1,2,ME21B132;DO000051,,다름,채비;시그넷,다름,ME21B132:[100.0] | DO000051:[50.0],다른 사업자(강한 의심),DO;ME,다름,"ME21B132:bnm=['기후에너지환경부'],busiNm=['기후에너지환경부'],year=['2021'],maker=['채비'] | DO000051:bnm=['대한송유관공사'],busiNm=['대한송유관공사'],year=['2017'],maker=['시그넷']",2021;2017
가오리 공영주차장,서울특별시 강북구 삼양로107길 30,0,1,2,BT000021;SE000224,,다름,보타리에너지;채비,다름,BT000021:[50.0] | SE000224:[100.0],다른 사업자(강한 의심),BT;SE,다름,"BT000021:bnm=['보타리에너지'],busiNm=['보타리에너지'],year=['2023'],maker=['보타리에너지'] | SE000224:bnm=['서울시'],busiNm=['서울에너지공사'],year=['2026'],maker=['채비']",2023;2026
냉천길 공영주차장,서울특별시 강북구 삼양로 230-12,0,1,2,BT000083;SE000222,,다름,보타리에너지;채비,다름,BT000083:[50.0] | SE000222:[100.0],다른 사업자(강한 의심),BT;SE,다름,"BT000083:bnm=['보타리에너지'],busiNm=['보타리에너지'],year=['2023'],maker=['보타리에너지'] | SE000222:bnm=['서울시'],busiNm=['서울에너지공사'],year=['2026'],maker=['채비']",2023;2026
행복한백화점,서울특별시 양천구 목동동로 309,0,2,2,GO000082;ST114701,,다름,블루네트웍스;시그넷,다름,"GO000082:[100.0, 100.0] | ST114701:[50.0, 50.0]",다른 사업자(강한 의심),GO;ST,다름,"GO000082:bnm=['유한회사 골드에너지'],busiNm=['유한회사 골드에너지'],year=['2023'],maker=['블루네트웍스'] | ST114701:bnm=['SK일렉링크'],busiNm=['SK일렉링크'],year=['2020'],maker=['시그넷']",2023;2020
정릉한일유앤아이아파트,서울특별시 성북구 보국문로37길 14-5,3,0,2,KL001927;PI803208,,다름,클린일렉스;?,다름,"KL001927:[7.0, 14.0, 14.0] | PI803208:[7.0, 7.0, 7.0]",다른 사업자(강한 의심),KL;PI,다름,"KL001927:bnm=['클린일렉스'],busiNm=['클린일렉스'],year=['2021'],maker=['클린일렉스'] | PI803208:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2025'],maker=['']",2021;2025
예성그린캐슬아파트,서울특별시 중랑구 용마산로112가길 34,5,0,2,LU004315;SF001244,,다름,?;스타코프,다름,"LU004315:[7.0, 7.0, 7.0, 7.0, 7.0] | SF001244:[3.0, 3.0, 3.0, 3.0, 3.0]",다른 사업자(강한 의심),LU;SF,다름,"LU004315:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스볼트업'],year=['2025'],maker=[''] | SF001244:bnm=['스타코프'],busiNm=['(주)스타코프', '스타코프'],year=['2022'],maker=['스타코프']",2025;2022
남현우림루미아트,서울특별시 관악구 남현길 91,2,0,2,LU100483;PI708491,,다름,?;클린일렉스,다름,"LU100483:[7.0, 7.0] | PI708491:[14.0, 14.0]",다른 사업자(강한 의심),LU;PI,다름,"LU100483:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스볼트업'],year=['2025'],maker=[''] | PI708491:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2021'],maker=['클린일렉스']",2025;2021
에이스테크노타워1차,서울특별시 구로구 디지털로31길 38-9,3,0,2,OS300042;PI708629,,다름,스타코프;클린일렉스,다름,"OS300042:[7.0, 7.0, 7.0] | PI708629:[7.0, 14.0, 14.0]",다른 사업자(강한 의심),OS;PI,다름,"OS300042:bnm=['온스테이션'],busiNm=['온스테이션'],year=['2025'],maker=['스타코프'] | PI708629:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2021'],maker=['클린일렉스']",2025;2021
송파건원여미지아파트,서울특별시 송파구 마천로35길 12,2,0,2,PIH00202;PL030900,,다름,시그넷;?,다름,"PIH00202:[3.0, 3.0] | PL030900:[7.0, 7.0]",다른 사업자(강한 의심),PIH;PL,다름,"PIH00202:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['시그넷'] | PL030900:bnm=['플러그링크'],busiNm=['플러그링크'],year=['2025'],maker=['']",2022;2025
금강케이씨씨아파트,서울특별시 광진구 아차산로36길 13,2,0,2,PIH00239;PL010934,,다름,시그넷;?,다름,"PIH00239:[3.0, 3.0] | PL010934:[7.0, 7.0]",다른 사업자(강한 의심),PIH;PL,다름,"PIH00239:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['시그넷'] | PL010934:bnm=['플러그링크'],busiNm=['플러그링크'],year=['2025'],maker=['']",2022;2025
삼우그린타운,대구광역시 북구 매천로8길 35,12,0,2,PI306085;SF002645,,다름,중앙제어;스타코프,다름,"PI306085:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | SF002645:[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",다른 사업자(강한 의심),PI;SF,다름,"PI306085:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2019', '2022', '2024'],maker=['', '중앙제어'] | SF002645:bnm=['스타코프'],busiNm=['스타코프(주)스타코프'],year=['2023'],maker=['스타코프']","2019,2022,2024;2023"
월배역라온프라이빗,대구광역시 달서구 월배로33길 53,3,0,2,PW100986;PWE03650,,정보없음,?;?,다름,"PW100986:[7.0, 7.0, 7.0] | PWE03650:[3.0, 3.0, 3.0]",다른 사업자(강한 의심),PW;PWE,다름,"PW100986:bnm=['파워큐브'],busiNm=['파워큐브(SP)'],year=['2023'],maker=[''] | PWE03650:bnm=['파워큐브'],busiNm=['파워큐브'],year=['2023'],maker=['']",2023;2023
돌산마루1호 공영주차장,인천광역시 남동구 용천로176번길 70,0,2,2,BNKE0502;ST282010,,다름,블루네트웍스;시그넷,다름,"BNKE0502:[50.0, 50.0] | ST282010:[100.0, 100.0]",다른 사업자(강한 의심),BNKE;ST,다름,"BNKE0502:bnm=['블루네트웍스'],busiNm=['블루네트웍스'],year=['2023'],maker=['블루네트웍스'] | ST282010:bnm=['SK일렉링크'],busiNm=['SK일렉링크'],year=['2023'],maker=['시그넷']",2023;2023
일신주공아파트,인천광역시 부평구 항동로75번길 11,3,0,2,CV001381;PI708653,,다름,채비;클린일렉스,다름,"CV001381:[7.0, 7.0, 7.0] | PI708653:[7.0, 14.0, 14.0]",다른 사업자(강한 의심),CV;PI,다름,"CV001381:bnm=['채비'],busiNm=['채비'],year=['2022'],maker=['채비'] | PI708653:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2021'],maker=['클린일렉스']",2022;2021
검단2차풍림아이원아파트,인천광역시 검단구 완정로64번길 23,2,0,2,PI001716;PIH00814,,다름,스타코프;시그넷,다름,"PI001716:[3.0, 3.0] | PIH00814:[7.0, 7.0]",다른 사업자(강한 의심),PI;PIH,동일,"PI001716:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['스타코프'] | PIH00814:bnm=['GS차지비'],busiNm=['GS차지비'],year=['2022'],maker=['시그넷']",2022;2022
한국수자원공사,대전광역시 대덕구 신탄진로 200,0,2,2,CV000890;KP005075,,다름,"채비;남부산전,클린일렉스",다름,"CV000890:[50.0, 50.0] | KP005075:[50.0, 100.0]",다른 사업자(강한 의심),CV;KP,다름,"CV000890:bnm=['채비'],busiNm=['채비'],year=['2021'],maker=['채비'] | KP005075:bnm=['한국전력공사'],busiNm=['한국전력'],year=['2022'],maker=['남부산전', '클린일렉스']",2021;2022
인천 송현동 솔빛마을주공1차,인천광역시 제물포구 송현로 50,6,0,6,HY000631;HY000632;HY000634;HY000635;HY000636;HY000637,,,?;?;?;?;?;?,동일,"HY000631:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | HY000632:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | HY000634:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | HY000635:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | HY000636:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | HY000637:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",동일 사업자(약한 의심),HY,동일,"HY000631:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000632:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000634:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000635:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000636:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000637:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=['']",2023;2023;2023;2023;2023;2023
부산정관도서관,부산광역시 기장군 정관읍 방곡리 442 소두방공원관리동,1,0,4,BNOH4001;BNOH4002;BNOH4003;BNOH4004,,,블루네트웍스;블루네트웍스;블루네트웍스;블루네트웍스,동일,BNOH4001:[7.0] | BNOH4002:[7.0] | BNOH4003:[7.0] | BNOH4004:[7.0],동일 사업자(약한 의심),BNOH,동일,"BNOH4001:bnm=['블루네트웍스'],busiNm=['블루네트웍스'],year=['2023'],maker=['블루네트웍스'] | BNOH4002:bnm=['블루네트웍스'],busiNm=['블루네트웍스'],year=['2023'],maker=['블루네트웍스'] | BNOH4003:bnm=['블루네트웍스'],busiNm=['블루네트웍스'],year=['2023'],maker=['블루네트웍스'] | BNOH4004:bnm=['블루네트웍스'],busiNm=['블루네트웍스'],year=['2023'],maker=['블루네트웍스']",2023;2023;2023;2023
대구 지산동서맨션,대구광역시 수성구 지산로 56,2,0,4,HY000740;HY000741;HY000742;HY000743,,,?;?;?;?,동일,"HY000740:[7.0, 7.0] | HY000741:[7.0, 7.0] | HY000742:[7.0, 7.0] | HY000743:[7.0, 7.0]",동일 사업자(약한 의심),HY,동일,"HY000740:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=[''] | HY000741:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=[''] | HY000742:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=[''] | HY000743:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=['']",2024;2024;2024;2024
울산 서부성원상떼빌,울산광역시 동구 봉수로 450,4,0,4,HY000693;HY000696;HY000697;HY000698,,,?;?;?;?,동일,"HY000693:[7.0, 7.0, 7.0, 7.0] | HY000696:[7.0, 7.0, 7.0, 7.0] | HY000697:[7.0, 7.0, 7.0, 7.0] | HY000698:[7.0, 7.0, 7.0, 7.0]",동일 사업자(약한 의심),HY,동일,"HY000693:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000696:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000697:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000698:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=['']",2023;2023;2023;2023
서울교통공사 본사(시민개방 충전소),서울특별시 성동구 용답동 223-13,0,2,3,CG000020;CG000021;CG000022,,,휴맥스이브이;휴맥스이브이;휴맥스이브이,동일,"CG000020:[100.0, 100.0] | CG000021:[100.0, 100.0] | CG000022:[100.0, 100.0]",동일 사업자(약한 의심),CG,동일,"CG000020:bnm=['서울씨엔지'],busiNm=['서울씨엔지(서울이브이)'],year=['2024'],maker=['휴맥스이브이'] | CG000021:bnm=['서울씨엔지'],busiNm=['서울씨엔지(서울이브이)'],year=['2024'],maker=['휴맥스이브이'] | CG000022:bnm=['서울씨엔지'],busiNm=['서울씨엔지(서울이브이)'],year=['2024'],maker=['휴맥스이브이']",2024;2024;2024
반포르엘아파트,서울특별시 서초구 신반포로23길 23,6,0,3,ER000329;ER000330;ER000333,,,?;?;?,동일,"ER000329:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | ER000330:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | ER000333:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",동일 사업자(약한 의심),ER,동일,"ER000329:bnm=['이엘일렉트릭'],busiNm=['이엘일렉트릭'],year=['2025'],maker=[''] | ER000330:bnm=['이엘일렉트릭'],busiNm=['이엘일렉트릭'],year=['2025'],maker=[''] | ER000333:bnm=['이엘일렉트릭'],busiNm=['이엘일렉트릭'],year=['2025'],maker=['']",2025;2025;2025
성동 아크로서울포레스트,서울특별시 성동구 왕십리로 83-21,4,0,3,HY000761;HY000763;HY000828,,,?;?;?,동일,"HY000761:[7.0, 7.0, 7.0, 7.0] | HY000763:[7.0, 7.0, 7.0, 7.0] | HY000828:[7.0, 7.0, 7.0, 7.0]",동일 사업자(약한 의심),HY,동일,"HY000761:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=[''] | HY000763:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=[''] | HY000828:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=['']",2024;2024;2024
성동 아크로서울포레스트,서울특별시 성동구 왕십리로 83-21,5,0,3,HY000762;HY000764;HY000829,,,?;?;?,동일,"HY000762:[7.0, 7.0, 7.0, 7.0, 7.0] | HY000764:[7.0, 7.0, 7.0, 7.0, 7.0] | HY000829:[7.0, 7.0, 7.0, 7.0, 7.0]",동일 사업자(약한 의심),HY,동일,"HY000762:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=[''] | HY000764:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=[''] | HY000829:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=['']",2024;2024;2024
노원 월계동풍림아이원,서울특별시 노원구 화랑로47길 38,3,0,3,HY000965;HY000966;HY000967,,,?;?;?,동일,"HY000965:[7.0, 7.0, 7.0] | HY000966:[7.0, 7.0, 7.0] | HY000967:[7.0, 7.0, 7.0]",동일 사업자(약한 의심),HY,동일,"HY000965:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=[''] | HY000966:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=[''] | HY000967:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=['']",2024;2024;2024
제일풍경채센트럴,대구광역시 달성군 유가읍 테크노대로 165,9,0,3,ER000292;ER000293;ER000295,,,?;?;?,동일,"ER000292:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | ER000293:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | ER000295:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",동일 사업자(약한 의심),ER,동일,"ER000292:bnm=['이엘일렉트릭'],busiNm=['이엘일렉트릭'],year=['2025'],maker=[''] | ER000293:bnm=['이엘일렉트릭'],busiNm=['이엘일렉트릭'],year=['2025'],maker=[''] | ER000295:bnm=['이엘일렉트릭'],busiNm=['이엘일렉트릭'],year=['2025'],maker=['']",2025;2025;2025
대구 월성푸르지오,대구광역시 달서구 조암로6길 20,3,0,3,HY000440;HY000442;HY000443,,,?;?;?,동일,"HY000440:[7.0, 7.0, 7.0] | HY000442:[7.0, 7.0, 7.0] | HY000443:[7.0, 7.0, 7.0]",동일 사업자(약한 의심),HY,동일,"HY000440:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000442:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000443:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=['']",2023;2023;2023
대구 화원역 태왕리더스,대구광역시 달성군 화원읍 화원로3길 66,2,0,3,HY000648;HY000649;HY000650,,,?;?;?,동일,"HY000648:[7.0, 7.0] | HY000649:[7.0, 7.0] | HY000650:[7.0, 7.0]",동일 사업자(약한 의심),HY,동일,"HY000648:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000649:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000650:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=['']",2023;2023;2023
송도더샵그린스퀘어 T16기둥,인천광역시 연수구 송도문화로28번길 81,4,0,3,IM000201;IM000202;IM000203,,,?;?;?,동일,"IM000201:[7.0, 7.0, 7.0, 7.0] | IM000202:[7.0, 7.0, 7.0, 7.0] | IM000203:[7.0, 7.0, 7.0, 7.0]",동일 사업자(약한 의심),IM,동일,"IM000201:bnm=['아이마켓코리아'],busiNm=['아이마켓코리아'],year=['2024'],maker=[''] | IM000202:bnm=['아이마켓코리아'],busiNm=['아이마켓코리아'],year=['2024'],maker=[''] | IM000203:bnm=['아이마켓코리아'],busiNm=['아이마켓코리아'],year=['2024'],maker=['']",2024;2024;2024
송도더샵그린스퀘어 I25기둥,인천광역시 연수구 송도문화로28번길 81,3,0,3,IM000213;IM000214;IM000215,,,?;?;?,동일,"IM000213:[7.0, 7.0, 7.0] | IM000214:[7.0, 7.0, 7.0] | IM000215:[7.0, 7.0, 7.0]",동일 사업자(약한 의심),IM,동일,"IM000213:bnm=['아이마켓코리아'],busiNm=['아이마켓코리아'],year=['2024'],maker=[''] | IM000214:bnm=['아이마켓코리아'],busiNm=['아이마켓코리아'],year=['2024'],maker=[''] | IM000215:bnm=['아이마켓코리아'],busiNm=['아이마켓코리아'],year=['2024'],maker=['']",2024;2024;2024
울산 서부성원상떼빌,울산광역시 동구 봉수로 450,3,0,3,HY000694;HY000695;HY000699,,,?;?;?,동일,"HY000694:[7.0, 7.0, 7.0] | HY000695:[7.0, 7.0, 7.0] | HY000699:[7.0, 7.0, 7.0]",동일 사업자(약한 의심),HY,동일,"HY000694:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000695:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000699:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=['']",2023;2023;2023
마곡엠밸리8단지 807동 B2,서울특별시 강서구 마곡서1로 81,3,0,2,EC000699;EC000700,,,?;?,동일,"EC000699:[7.0, 7.0, 7.0] | EC000700:[7.0, 7.0, 7.0]",동일 사업자(약한 의심),EC,동일,"EC000699:bnm=['이지차저'],busiNm=['이지차저'],year=['2022'],maker=[''] | EC000700:bnm=['이지차저'],busiNm=['이지차저'],year=['2022'],maker=['']",2022;2022
도봉엠플럼오피스텔 지하주차장,서울특별시 도봉구 도봉로180길 38,1,0,2,EC003578;EC003579,,,시그넷;시그넷,동일,EC003578:[11.0] | EC003579:[11.0],동일 사업자(약한 의심),EC,동일,"EC003578:bnm=['이지차저'],busiNm=['이지차저'],year=['2023'],maker=['시그넷'] | EC003579:bnm=['이지차저'],busiNm=['이지차저'],year=['2023'],maker=['시그넷']",2023;2023
월곡래미안루나벨리 111동,서울특별시 성북구 월곡로14길 26,3,0,2,EC110066;EC110067,,,?;?,동일,"EC110066:[7.0, 7.0, 7.0] | EC110067:[7.0, 7.0, 7.0]",동일 사업자(약한 의심),EC,동일,"EC110066:bnm=['이지차저'],busiNm=['이지차저'],year=['2024'],maker=[''] | EC110067:bnm=['이지차저'],busiNm=['이지차저'],year=['2024'],maker=['']",2024;2024
신길센트럴아이파크APT,서울특별시 영등포구 가마산로 426,6,0,2,ER000275;ER000276,,,?;?,동일,"ER000275:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0] | ER000276:[7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",동일 사업자(약한 의심),ER,동일,"ER000275:bnm=['이엘일렉트릭'],busiNm=['이엘일렉트릭'],year=['2025'],maker=[''] | ER000276:bnm=['이엘일렉트릭'],busiNm=['이엘일렉트릭'],year=['2025'],maker=['']",2025;2025
반포르엘아파트,서울특별시 서초구 신반포로23길 23,3,0,2,ER000332;ER000334,,,?;?,동일,"ER000332:[7.0, 7.0, 7.0] | ER000334:[7.0, 7.0, 7.0]",동일 사업자(약한 의심),ER,동일,"ER000332:bnm=['이엘일렉트릭'],busiNm=['이엘일렉트릭'],year=['2025'],maker=[''] | ER000334:bnm=['이엘일렉트릭'],busiNm=['이엘일렉트릭'],year=['2025'],maker=['']",2025;2025
서울가든빌라,서울특별시 구로구 경인로 83,1,0,2,HE000784;HE240458,,,클린일렉스;?,동일,HE000784:[7.0] | HE240458:[7.0],동일 사업자(약한 의심),HE,다름,"HE000784:bnm=['한국전기차충전서비스'],busiNm=['한국전기차충전서비스'],year=['2018'],maker=['클린일렉스'] | HE240458:bnm=['한국전기차충전서비스'],busiNm=['한국전기차충전서비스'],year=['2025'],maker=['']",2018;2025
서울숲한진타운아파트,서울특별시 성동구 뚝섬로 310,3,0,2,HE212779;HE240404,,,한국알박;?,동일,"HE212779:[7.0, 7.0, 7.0] | HE240404:[7.0, 7.0, 7.0]",동일 사업자(약한 의심),HE,다름,"HE212779:bnm=['한국전기차충전서비스'],busiNm=['한국전기차충전서비스'],year=['2021'],maker=['한국알박'] | HE240404:bnm=['한국전기차충전서비스'],busiNm=['한국전기차충전서비스'],year=['2025'],maker=['']",2021;2025
서초현대ESA2아파트,서울특별시 서초구 반포대로 122,3,0,2,HE212791;HE240515,,,한국알박;중앙제어,동일,"HE212791:[7.0, 7.0, 7.0] | HE240515:[7.0, 7.0, 7.0]",동일 사업자(약한 의심),HE,다름,"HE212791:bnm=['한국전기차충전서비스'],busiNm=['한국전기차충전서비스'],year=['2021'],maker=['한국알박'] | HE240515:bnm=['한국전기차충전서비스'],busiNm=['한국전기차충전서비스'],year=['2026'],maker=['중앙제어']",2021;2026
노원 한신은빛2단지,서울특별시 노원구 동일로245가길 41,5,0,2,HY000627;HY000629,,,?;?,동일,"HY000627:[7.0, 7.0, 7.0, 7.0, 7.0] | HY000629:[7.0, 7.0, 7.0, 7.0, 7.0]",동일 사업자(약한 의심),HY,동일,"HY000627:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=[''] | HY000629:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2023'],maker=['']",2023;2023
성동 아크로서울포레스트,서울특별시 성동구 왕십리로 83-21,4,1,2,HY000826;HY000827,,,시그넷;시그넷,동일,"HY000826:[7.0, 7.0, 7.0, 7.0, 50.0] | HY000827:[7.0, 7.0, 7.0, 7.0, 50.0]",동일 사업자(약한 의심),HY,동일,"HY000826:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=['', '시그넷'] | HY000827:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=['', '시그넷']",2024;2024
디큐브 링크아트센터,서울특별시 구로구 경인로 662,5,0,2,HY000771;HY000772,,,?;?,동일,"HY000771:[7.0, 7.0, 7.0, 7.0, 7.0] | HY000772:[7.0, 7.0, 7.0, 7.0, 7.0]",동일 사업자(약한 의심),HY,동일,"HY000771:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=[''] | HY000772:bnm=['현대엔지니어링'],busiNm=['현대엔지니어링'],year=['2024'],maker=['']",2024;2024
대륭포스트타워2차,서울특별시 구로구 디지털로 306,4,0,2,LU002654;LU002690,,,LS산전;LS산전,동일,"LU002654:[7.0, 7.0, 7.0, 7.0] | LU002690:[7.0, 7.0, 7.0, 7.0]",동일 사업자(약한 의심),LU,다름,"LU002654:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스 볼트업'],year=['2024'],maker=['LS산전'] | LU002690:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스'],year=['2024'],maker=['LS산전']",2024;2024
보문아이파크아파트,서울특별시 성북구 지봉로21길 19,5,0,2,LU000482;LU003837,,,?;?,동일,"LU000482:[7.0, 7.0, 7.0, 7.0, 7.0] | LU003837:[7.0, 7.0, 7.0, 7.0, 7.0]",동일 사업자(약한 의심),LU,다름,"LU000482:bnm=['LG유플러스 볼트업'],busiNm=['엘지유플러스'],year=['2021'],maker=[''] | LU003837:bnm=['LG유플러스 볼트업'],busiNm=['LG유플러스볼트업'],year=['2025'],maker=['']",2021;2025
